Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Order_Value
2024-03-22,Clothing,1379.2,4,34.8,Express,Debit Card,22,Female,City89,Not Returned,3596.9536000000003
2022-07-03,Electronics,1687.19,1,13.85,Express,Debit Card,25,Male,City17,Not Returned,1453.5141850000002
2023-03-21,Clothing,723.94,5,34.48,Express,Credit Card,39,Female,City50,Not Returned,2371.62744
2025-02-11,Clothing,201.9,1,45.25,Next-Day,Wallet,28,Male,City29,Not Returned,110.54025
2025-08-20,Clothing,1263.16,2,1.02,Express,Credit Card,63,Female,City77,Not Returned,2500.5515360000004
2025-04-26,Clothing,914.31,3,35.54,Next-Day,Credit Card,57,Female,City61,Not Returned,1768.092678
2022-06-01,Clothing,1077.87,1,9.9,Next-Day,Wallet,34,Male,City47,Not Returned,971.1608699999999
2025-01-01,Clothing,1225.61,2,40.39,Standard,Credit Card,27,Male,City23,Not Returned,1461.172242
2022-03-10,Clothing,728.38,2,0.57,Next-Day,Debit Card,27,Female,City45,Not Returned,1448.4564679999999
2022-01-16,Home Appliances,493.13,3,49.49,Next-Day,Wallet,18,Male,City91,Not Returned,747.239889
2024-04-24,Home Appliances,1758.5,4,49.27,Express,Credit Card,25,Female,City16,Not Returned,3568.3482
2022-02-14,Clothing,798.75,1,41.8,Next-Day,Debit Card,46,Female,City71,Not Returned,464.87250000000006
2022-09-30,Clothing,173.5,3,43.1,Express,COD,23,Female,City84,Not Returned,296.1645
2022-01-02,Electronics,1908.55,1,47.11,Next-Day,Credit Card,46,Female,City56,Returned,1009.4320949999999
2024-11-26,Electronics,1811.82,5,20.05,Next-Day,Credit Card,58,Male,City92,Not Returned,7242.7504500000005
2024-08-03,Electronics,752.66,3,22.27,Next-Day,COD,49,Male,City42,Returned,1755.127854
2022-05-28,Electronics,747.1,5,23.83,Express,Debit Card,53,Female,City80,Not Returned,2845.33035
2022-05-05,Clothing,793.48,1,18.62,Next-Day,Credit Card,27,Male,City86,Returned,645.734024
2024-07-20,Clothing,1986.41,2,49.79,Standard,Wallet,33,Male,City68,Returned,1994.7529220000001
2024-03-23,Books,707.07,3,23.94,Next-Day,Debit Card,55,Female,City3,Not Returned,1613.392326
2024-02-29,Toys,1278.39,5,30.74,Standard,COD,47,Female,City42,Returned,4427.0645700000005
2022-03-01,Electronics,1221.28,2,13.85,Standard,Wallet,57,Female,City73,Not Returned,2104.26544
2024-04-18,Electronics,1724.18,4,15.02,Next-Day,Debit Card,38,Female,City49,Returned,5860.8326560000005
2022-12-18,Clothing,798.53,2,39.15,Standard,Debit Card,64,Female,City68,Returned,971.81101
2024-09-22,Electronics,1468.68,4,23.91,Standard,Debit Card,41,Female,City46,Returned,4470.074448
2022-10-25,Books,1510.65,2,14.47,Standard,Wallet,35,Female,City17,Not Returned,2584.11789
2023-08-19,Books,752.91,1,16.31,Next-Day,COD,24,Male,City97,Not Returned,630.110379
2022-04-16,Electronics,1268.86,1,10.06,Next-Day,Credit Card,43,Female,City57,Not Returned,1141.2126839999999
2024-09-04,Toys,1086.52,1,14.71,Express,Credit Card,18,Female,City67,Not Returned,926.692908
2023-01-15,Electronics,781.48,2,8.54,Next-Day,Debit Card,24,Male,City17,Returned,1429.483216
2024-04-02,Home Appliances,1599.12,4,22.78,Standard,Credit Card,34,Male,City72,Not Returned,4939.3618559999995
2023-03-02,Home Appliances,238.78,4,12.07,Express,COD,18,Male,City37,Not Returned,839.837016
2023-10-08,Clothing,1020.28,4,0.66,Standard,Debit Card,28,Female,City32,Not Returned,4054.1846079999996
2024-05-31,Home Appliances,1518.99,4,10.81,Standard,Wallet,29,Female,City6,Returned,5419.148724000001
2022-06-21,Electronics,1781.44,1,13.21,Express,Debit Card,18,Male,City63,Not Returned,1546.111776
2024-11-24,Toys,1787.61,4,3.21,Standard,Wallet,52,Male,City65,Not Returned,6920.910876
2023-10-26,Electronics,1358.04,1,9.12,Next-Day,Debit Card,19,Male,City35,Not Returned,1234.186752
2024-11-28,Toys,264.9,1,26.31,Next-Day,COD,39,Female,City78,Not Returned,195.20480999999998
2025-01-23,Electronics,823.18,2,11.88,Express,Wallet,49,Male,City23,Not Returned,1450.772432
2022-06-23,Electronics,950.34,3,5.37,Standard,Wallet,22,Male,City73,Not Returned,2697.920226
2022-08-08,Books,994.95,5,33.9,Express,Credit Card,35,Female,City85,Not Returned,3288.3097500000003
2025-01-16,Books,1890.45,3,25.19,Next-Day,Credit Card,20,Male,City66,Not Returned,4242.736935
2024-05-16,Electronics,810.23,3,25.45,Express,Credit Card,42,Male,City62,Not Returned,1812.0793950000002
2024-07-07,Books,1700.21,3,8.78,Standard,Debit Card,31,Male,City85,Returned,4652.794686
2022-01-26,Toys,873.95,5,3.96,Express,Wallet,58,Female,City50,Not Returned,4196.7079
2023-09-19,Home Appliances,1629.07,5,32.08,Next-Day,Debit Card,39,Male,City70,Not Returned,5532.32172
2024-07-08,Clothing,1692.41,3,14.52,Standard,Debit Card,55,Male,City24,Not Returned,4340.0162040000005
2022-10-25,Books,497.14,3,32.49,Standard,Credit Card,22,Female,City70,Not Returned,1006.857642
2023-11-27,Electronics,942.5,1,34.36,Standard,Debit Card,62,Female,City81,Returned,618.657
2024-03-16,Toys,336.91,1,43.02,Standard,Credit Card,54,Female,City16,Not Returned,191.971318
2022-07-14,Clothing,1605.45,3,44.08,Express,COD,44,Female,City80,Returned,2693.3029200000005
2024-04-07,Clothing,1865.05,1,20.01,Next-Day,Wallet,56,Female,City98,Not Returned,1491.8534949999998
2025-03-11,Electronics,1105.04,1,27.38,Express,Credit Card,52,Male,City78,Returned,802.4800479999999
2024-04-27,Home Appliances,1395.53,2,0.7,Standard,COD,59,Female,City32,Not Returned,2771.52258
2024-04-04,Clothing,1377.17,2,9.68,Express,COD,53,Male,City81,Not Returned,2487.719888
2025-08-24,Electronics,421.37,3,37.29,Standard,Credit Card,38,Female,City73,Not Returned,792.723381
2022-03-23,Books,1530.18,1,31.72,Express,Credit Card,44,Female,City11,Returned,1044.8069040000003
2023-11-24,Clothing,1806.69,1,29.27,Next-Day,COD,51,Female,City91,Not Returned,1277.8718370000001
2023-05-20,Toys,810.06,1,24.34,Standard,Credit Card,40,Male,City3,Not Returned,612.8913959999999
2024-04-05,Toys,1352.75,5,21.17,Standard,Credit Card,53,Male,City53,Returned,5331.864125
2022-06-16,Toys,1000.21,2,11.65,Express,Wallet,57,Female,City88,Not Returned,1767.37107
2022-01-15,Home Appliances,1337.5,1,41.37,Standard,Credit Card,31,Male,City69,Not Returned,784.1762500000001
2025-08-04,Home Appliances,1377.92,1,8.05,Next-Day,Credit Card,56,Male,City20,Not Returned,1266.99744
2023-09-28,Clothing,1278.54,2,39.41,Express,COD,31,Female,City70,Returned,1549.3347720000002
2024-11-09,Toys,206.69,3,40.36,Express,Debit Card,40,Female,City25,Not Returned,369.809748
2022-07-30,Clothing,572.53,2,47.49,Express,Debit Card,23,Female,City93,Returned,601.2710059999998
2024-04-14,Clothing,1514.93,4,33.75,Standard,Wallet,54,Male,City3,Not Returned,4014.5645
2023-10-11,Home Appliances,1800.13,3,43.63,Next-Day,Debit Card,30,Female,City35,Returned,3044.199843
2023-02-08,Electronics,731.87,3,21.23,Standard,Wallet,61,Female,City1,Not Returned,1729.481997
2025-07-19,Electronics,1033.58,3,43.71,Express,Wallet,52,Female,City88,Not Returned,1745.4065459999997
2024-05-09,Electronics,710.57,2,45.29,Express,Debit Card,25,Female,City82,Not Returned,777.5056940000001
2025-05-16,Clothing,1956.67,5,13.31,Next-Day,Credit Card,45,Female,City68,Returned,8481.186115
2023-03-29,Clothing,165.97,3,15.31,Standard,Wallet,20,Male,City42,Not Returned,421.67997899999995
2023-07-30,Clothing,623.12,5,32.09,Next-Day,Credit Card,57,Female,City7,Returned,2115.80396
2024-01-09,Clothing,1485.68,3,28.66,Standard,Wallet,36,Female,City50,Not Returned,3179.652336
2022-01-19,Toys,168.22,2,24.69,Next-Day,Credit Card,55,Female,City68,Not Returned,253.372964
2024-01-16,Electronics,1709.88,2,0.57,Express,Wallet,47,Female,City14,Not Returned,3400.2673680000003
2023-02-14,Electronics,1409.72,5,44.21,Express,COD,19,Female,City92,Returned,3932.413940000001
2024-10-23,Clothing,131.8,5,18.4,Express,COD,56,Female,City20,Returned,537.744
2025-07-31,Clothing,1599.11,4,28.01,Next-Day,Wallet,19,Female,City89,Not Returned,4604.797156
2023-04-28,Home Appliances,1725.38,2,33.43,Express,Credit Card,29,Female,City24,Not Returned,2297.170932
2023-12-18,Electronics,1067.51,3,31.11,Express,Credit Card,22,Female,City9,Returned,2206.222917
2025-02-19,Electronics,490.16,3,22.02,Express,Debit Card,57,Male,City60,Not Returned,1146.680304
2022-04-24,Clothing,1213.33,1,17.72,Express,Debit Card,65,Female,City43,Not Returned,998.3279239999999
2024-01-08,Books,630.43,5,17.52,Standard,Debit Card,23,Male,City50,Returned,2599.8933199999997
2023-05-21,Books,732.91,5,19.66,Next-Day,Wallet,52,Female,City22,Not Returned,2944.0994699999997
2024-02-07,Clothing,784.7,5,7.1,Next-Day,COD,32,Male,City34,Not Returned,3644.9315
2023-06-14,Toys,681.25,1,22.16,Next-Day,Debit Card,45,Male,City4,Not Returned,530.285
2022-10-01,Electronics,1312.46,5,29.75,Standard,Debit Card,39,Male,City55,Returned,4610.0157500000005
2022-07-28,Toys,514.32,1,28.89,Standard,Wallet,60,Female,City100,Not Returned,365.73295200000007
2022-10-30,Clothing,1240.95,4,15.99,Standard,Credit Card,38,Female,City46,Not Returned,4170.08838
2024-06-08,Clothing,1952.04,2,7.24,Next-Day,Debit Card,44,Male,City36,Returned,3621.424608
2024-07-06,Electronics,115.53,1,39.77,Express,Credit Card,38,Female,City76,Not Returned,69.58371899999999
2022-12-03,Clothing,1078.79,3,2.07,Express,Debit Card,19,Female,City43,Not Returned,3169.377141
2022-02-16,Clothing,1526.17,5,35.3,Express,COD,31,Male,City95,Not Returned,4937.15995
2025-03-13,Toys,827.0,1,28.23,Standard,Credit Card,38,Male,City74,Not Returned,593.5379
2025-01-13,Toys,113.48,5,46.82,Standard,Debit Card,64,Female,City22,Not Returned,301.74332000000004
2024-03-11,Toys,137.58,5,14.39,Express,Credit Card,22,Female,City30,Not Returned,588.91119
2022-04-04,Clothing,1011.67,2,36.93,Next-Day,Debit Card,35,Female,City74,Returned,1276.1205380000001
2022-02-08,Electronics,1939.66,3,14.94,Express,COD,31,Female,City18,Returned,4949.624388
2022-07-05,Electronics,1862.99,2,42.33,Express,Credit Card,49,Male,City20,Returned,2148.772666
2023-09-04,Books,1258.42,3,23.7,Standard,Debit Card,64,Male,City24,Not Returned,2880.52338
2025-03-18,Clothing,1033.6,1,47.45,Express,Credit Card,58,Male,City25,Returned,543.1567999999999
2024-12-11,Electronics,271.02,4,4.28,Next-Day,Debit Card,26,Female,City62,Not Returned,1037.681376
2025-07-14,Electronics,1292.44,2,10.53,Next-Day,COD,53,Male,City31,Not Returned,2312.692136
2024-05-08,Clothing,167.19,2,4.68,Next-Day,Wallet,35,Female,City53,Not Returned,318.731016
2022-07-06,Electronics,1947.66,2,2.61,Next-Day,Wallet,38,Male,City57,Returned,3793.652148
2025-02-11,Books,597.17,2,37.65,Next-Day,Wallet,32,Male,City59,Returned,744.6709899999998
2024-11-21,Electronics,1996.52,1,36.71,Next-Day,Credit Card,18,Male,City88,Not Returned,1263.597508
2023-08-09,Electronics,739.17,3,15.77,Express,COD,42,Male,City35,Not Returned,1867.808673
2024-06-20,Books,1463.05,4,2.7,Next-Day,COD,65,Male,City13,Not Returned,5694.1906
2023-03-07,Clothing,795.04,4,24.03,Standard,Credit Card,40,Male,City68,Not Returned,2415.967552
2024-11-16,Books,662.54,1,7.28,Standard,Debit Card,59,Female,City10,Returned,614.307088
2022-07-29,Electronics,503.1,2,3.05,Express,COD,49,Female,City89,Not Returned,975.5109000000001
2024-11-16,Home Appliances,1979.94,4,23.38,Next-Day,Credit Card,55,Male,City10,Not Returned,6068.1201120000005
2025-05-14,Toys,623.18,4,6.5,Standard,Debit Card,20,Female,City99,Not Returned,2330.6932
2023-12-04,Clothing,1231.87,1,9.48,Next-Day,Credit Card,50,Male,City90,Returned,1115.088724
2022-01-17,Toys,409.31,2,40.37,Next-Day,Credit Card,61,Male,City97,Not Returned,488.14310600000005
2025-08-12,Toys,366.33,1,4.1,Express,Wallet,22,Male,City52,Not Returned,351.31046999999995
2023-11-12,Clothing,521.39,5,3.48,Express,COD,24,Female,City66,Returned,2516.22814
2022-06-08,Clothing,107.94,4,4.01,Next-Day,Debit Card,31,Female,City87,Not Returned,414.446424
2024-03-30,Books,412.57,3,0.51,Next-Day,Wallet,50,Male,City47,Not Returned,1231.3976790000002
2022-02-12,Electronics,1900.15,3,23.78,Standard,Wallet,36,Female,City55,Not Returned,4344.88299
2023-07-21,Clothing,1438.23,2,27.84,Express,COD,25,Female,City66,Not Returned,2075.6535360000003
2023-01-19,Books,1673.44,3,49.62,Standard,Credit Card,44,Female,City64,Not Returned,2529.237216
2024-06-29,Electronics,555.05,4,32.66,Next-Day,Debit Card,59,Male,City50,Not Returned,1495.08268
2024-08-06,Toys,483.42,4,45.27,Next-Day,COD,46,Male,City20,Returned,1058.303064
2025-01-25,Books,348.54,5,22.38,Next-Day,Debit Card,26,Male,City13,Not Returned,1352.68374
2024-08-19,Electronics,867.59,5,21.63,Express,Wallet,44,Female,City10,Returned,3399.6514150000003
2024-08-11,Electronics,238.74,2,23.93,Standard,Debit Card,27,Female,City84,Returned,363.219036
2024-03-28,Electronics,1231.23,4,46.52,Standard,Wallet,56,Female,City39,Returned,2633.8472159999997
2024-08-11,Electronics,1645.64,2,44.46,Express,Wallet,30,Male,City79,Not Returned,1827.976912
2025-07-25,Clothing,947.49,5,46.15,Express,Credit Card,27,Female,City70,Not Returned,2551.1168249999996
2022-01-02,Electronics,612.07,4,25.53,Standard,Wallet,48,Female,City31,Not Returned,1823.2341159999999
2022-10-21,Toys,819.99,5,42.96,Next-Day,Debit Card,63,Female,City71,Not Returned,2338.61148
2025-08-25,Toys,1022.59,1,48.4,Next-Day,Debit Card,57,Male,City88,Returned,527.65644
2022-06-11,Clothing,581.14,5,47.1,Express,Debit Card,65,Male,City61,Not Returned,1537.1152999999997
2023-12-10,Electronics,1780.31,5,48.83,Next-Day,Wallet,41,Male,City82,Not Returned,4554.923135
2025-05-01,Clothing,1529.32,4,5.88,Standard,Wallet,44,Male,City43,Not Returned,5757.583936
2025-04-23,Books,1721.79,4,16.19,Express,Debit Card,46,Male,City94,Not Returned,5772.128796
2025-03-30,Toys,1966.68,3,36.35,Express,Debit Card,62,Female,City45,Returned,3755.37546
2024-08-26,Clothing,583.54,5,21.54,Express,COD,54,Male,City2,Not Returned,2289.2274199999997
2025-04-14,Home Appliances,1053.57,2,35.3,Express,COD,54,Male,City73,Returned,1363.3195799999999
2024-10-16,Home Appliances,789.19,4,25.54,Next-Day,Wallet,61,Female,City67,Not Returned,2350.523496
2022-01-20,Electronics,648.57,1,3.75,Express,Debit Card,28,Female,City9,Not Returned,624.2486250000001
2023-11-17,Books,1515.5,5,21.27,Express,Credit Card,64,Male,City43,Not Returned,5965.76575
2023-10-05,Electronics,896.02,4,40.45,Express,COD,28,Female,City87,Not Returned,2134.3196399999997
2025-08-04,Books,779.93,3,49.39,Express,Debit Card,58,Male,City85,Not Returned,1184.167719
2023-10-25,Electronics,685.84,4,7.71,Standard,COD,46,Female,City49,Not Returned,2531.8469440000003
2025-03-11,Clothing,1720.0,1,19.83,Next-Day,Credit Card,36,Female,City16,Returned,1378.9240000000002
2024-03-02,Books,177.06,3,9.85,Next-Day,Debit Card,31,Male,City37,Not Returned,478.85877000000005
2023-03-14,Toys,489.38,4,32.97,Express,Credit Card,59,Male,City75,Not Returned,1312.125656
2022-04-28,Electronics,1446.52,3,9.29,Next-Day,Credit Card,65,Female,City66,Not Returned,3936.414876
2022-07-03,Clothing,1491.71,4,36.08,Standard,Credit Card,32,Male,City11,Returned,3814.004128
2023-04-04,Electronics,613.19,2,38.19,Express,Wallet,39,Male,City20,Returned,758.0254780000001
2023-08-12,Home Appliances,1075.55,3,41.6,Next-Day,Debit Card,48,Male,City21,Not Returned,1884.3635999999997
2024-06-05,Clothing,1011.36,4,28.31,Express,Debit Card,41,Female,City42,Not Returned,2900.1759360000005
2024-02-20,Books,568.87,1,32.66,Next-Day,Wallet,35,Female,City82,Not Returned,383.077058
2023-10-01,Electronics,714.01,4,5.9,Standard,Debit Card,62,Male,City38,Not Returned,2687.5336399999997
2022-02-24,Clothing,1468.33,2,8.81,Next-Day,Wallet,18,Female,City10,Not Returned,2677.9402539999996
2022-10-17,Books,985.4,3,19.85,Next-Day,COD,25,Female,City47,Not Returned,2369.3943
2023-05-03,Books,334.27,4,25.62,Standard,Debit Card,19,Male,City25,Returned,994.520104
2023-01-22,Electronics,518.42,5,21.22,Next-Day,COD,49,Female,City5,Not Returned,2042.05638
2022-06-23,Electronics,1098.62,2,28.79,Express,Debit Card,46,Female,City10,Not Returned,1564.6546039999998
2022-09-01,Clothing,1964.8,5,48.96,Standard,Wallet,59,Female,City13,Not Returned,5014.169599999999
2023-08-09,Toys,473.8,1,27.54,Next-Day,Credit Card,23,Female,City7,Not Returned,343.31548000000004
2022-10-15,Electronics,1548.22,2,7.61,Express,Credit Card,65,Male,City60,Not Returned,2860.8009159999997
2024-09-24,Electronics,1714.06,5,42.21,Standard,Wallet,25,Male,City28,Not Returned,4952.77637
2023-07-15,Clothing,1987.56,5,27.29,Next-Day,Credit Card,59,Male,City90,Not Returned,7225.77438
2022-11-28,Toys,661.8,5,44.63,Next-Day,COD,45,Female,City33,Not Returned,1832.1933
2022-04-07,Clothing,801.95,1,31.13,Standard,COD,39,Male,City33,Not Returned,552.3029650000001
2025-08-20,Electronics,1347.71,3,46.64,Next-Day,Credit Card,37,Female,City12,Returned,2157.4141680000002
2024-02-03,Clothing,1904.0,1,10.87,Express,Wallet,55,Male,City39,Returned,1697.0352
2025-08-15,Electronics,955.03,3,28.79,Standard,Debit Card,39,Male,City38,Not Returned,2040.230589
2023-11-26,Books,750.98,2,34.21,Next-Day,Wallet,29,Female,City87,Not Returned,988.1394839999999
2025-02-09,Clothing,362.62,3,0.33,Next-Day,COD,59,Female,City84,Not Returned,1084.270062
2024-10-20,Electronics,1505.97,3,0.87,Express,COD,23,Female,City9,Not Returned,4478.6041829999995
2023-06-04,Electronics,608.11,3,17.69,Express,COD,29,Male,City10,Not Returned,1501.6060229999998
2022-04-21,Electronics,879.01,1,44.38,Next-Day,Credit Card,18,Female,City34,Not Returned,488.905362
2024-10-28,Books,1086.05,3,34.99,Next-Day,Wallet,23,Male,City3,Not Returned,2118.1233149999994
2023-03-12,Books,1608.63,3,15.86,Next-Day,COD,30,Male,City90,Returned,4060.5038460000005
2023-06-04,Electronics,764.67,4,38.31,Express,Credit Card,53,Female,City21,Not Returned,1886.899692
2025-09-03,Electronics,1806.1,3,41.23,Next-Day,Wallet,38,Male,City80,Not Returned,3184.33491
2022-07-01,Toys,753.79,5,28.34,Express,Debit Card,25,Female,City29,Not Returned,2700.82957
2023-05-11,Home Appliances,1717.84,2,1.6,Standard,Credit Card,55,Male,City27,Not Returned,3380.70912
2024-02-12,Books,1827.75,2,32.81,Next-Day,Debit Card,27,Female,City33,Not Returned,2456.1304499999997
2023-05-14,Electronics,990.91,1,1.42,Express,Debit Card,44,Female,City26,Not Returned,976.839078
2024-01-03,Books,753.69,4,9.81,Next-Day,Wallet,48,Male,City27,Not Returned,2719.0120440000005
2022-05-14,Toys,483.88,4,39.09,Express,Credit Card,38,Female,City5,Returned,1178.925232
2024-04-21,Electronics,600.25,5,14.85,Express,Credit Card,62,Female,City17,Not Returned,2555.564375
2022-10-13,Books,872.0,1,26.55,Express,Wallet,61,Male,City36,Not Returned,640.4839999999999
2022-05-21,Toys,678.03,2,33.51,Next-Day,Wallet,46,Male,City89,Not Returned,901.6442940000001
2022-08-24,Electronics,1049.6,4,21.41,Next-Day,Debit Card,52,Female,City93,Not Returned,3299.52256
2023-05-05,Clothing,825.16,2,19.73,Express,Wallet,47,Male,City29,Returned,1324.7118639999999
2024-06-17,Electronics,1439.96,3,1.41,Express,Debit Card,26,Male,City25,Not Returned,4258.969692
2022-07-28,Electronics,1012.91,2,14.58,Express,COD,44,Male,City28,Not Returned,1730.455444
2025-08-20,Toys,1462.09,3,22.81,Express,COD,36,Male,City36,Returned,3385.7618129999996
2025-04-08,Books,515.41,3,16.25,Next-Day,COD,61,Female,City90,Not Returned,1294.967625
2024-08-02,Clothing,565.52,3,28.85,Standard,Wallet,37,Male,City47,Not Returned,1207.10244
2023-12-08,Clothing,1327.5,1,49.42,Express,Credit Card,51,Female,City64,Not Returned,671.4495000000001
2025-02-25,Toys,1887.31,1,14.02,Next-Day,Debit Card,46,Female,City47,Not Returned,1622.709138
2025-04-25,Clothing,1526.69,5,35.2,Express,COD,38,Female,City57,Returned,4946.4756
2023-11-26,Toys,1956.18,5,38.83,Express,Wallet,43,Male,City95,Returned,5982.97653
2023-11-23,Electronics,896.1,2,7.92,Express,Credit Card,54,Female,City35,Not Returned,1650.2577600000002
2022-08-08,Electronics,1457.41,4,42.99,Next-Day,Wallet,63,Female,City8,Not Returned,3323.4777640000007
2022-06-04,Electronics,165.12,1,27.58,Next-Day,Wallet,27,Male,City58,Not Returned,119.579904
2023-02-23,Electronics,1784.64,4,22.1,Express,Credit Card,19,Male,City35,Not Returned,5560.93824
